date,cause,source,location,substance,volume,volume_units
1/11/2009,Equipment Failure,Oil/Bitumen Satellite,Wainwright,Crude Oil,0.2,m3
5/12/2006,Equipment Failure,Oil Well,Wainwright,Salt/Produced Water,2.8,m3
9/25/2003,Operator Error,Crude Oil Group Battery,WAINWRIGHT,Crude Oil,10,m3
1/23/2004,Equipment Failure,Crude Oil Group Battery,WAINWRIGHT,Salt/Produced Water,2,m3
11/4/2005,Operator Error,Oil/Bitumen Satellite,Wainwright,Crude Oil,5,m3
10/21/2006,Equipment Failure,Water Pipeline,Wainwright,Salt/Produced Water,8,m3
3/23/2012,Equipment Failure,Crude Oil Group Battery,Wainwright,Lubricants,0.1,m3
6/24/2009,Equipment Failure,Multiphase Pipeline,Wainwright,Salt/Produced Water,2.9,m3
8/9/2009,Equipment Failure,Service Well,Wainwright,Salt/Produced Water,8,m3
2/11/2012,Equipment Failure,Water Pipeline,Wainwright,Salt/Produced Water,1,m3
7/1/2010,Equipment Failure,Water Pipeline,Wainwright,Crude Oil,0.1,m3
7/31/2009,Equipment Failure,Multiphase Pipeline,Wainwright,Crude Oil,1.7,m3
5/22/2003,Equipment Failure,Multiphase Pipeline,WAINWRIGHT,Salt/Produced Water,40,m3
11/2/2003,Equipment Failure,Multiphase Pipeline,WAINWRIGHT,Crude Oil,1,m3
6/1/2009,Equipment Failure,Service Well,Wainwright,Salt/Produced Water,5,m3
10/2/2011,Equipment Failure,Water Pipeline,Wainwright,Salt/Produced Water,0.3,m3
5/2/2003,Equipment Failure,Multiphase Pipeline,WAINWRIGHT,Crude Oil,0.1,m3
3/29/2006,Equipment Failure,Water Pipeline,Wainwright,Salt/Produced Water,6,m3
6/17/2004,Operator Error,Oil/Bitumen Satellite,WAINWRIGHT,Salt/Produced Water,8,m3
5/1/2012,Equipment Failure,Water Pipeline,Wainwright,Salt/Produced Water,1,m3
11/7/2007,Equipment Failure,Multiphase Pipeline,Wainwright,Crude Oil,0.5,m3
8/23/2008,Equipment Failure,Multiphase Pipeline,Wainwright,Crude Oil,0.1,m3
9/23/2011,Equipment Failure,Service Well,Wainwright,Salt/Produced Water,10,m3
3/6/2006,Operator Error,Crude Oil Group Battery,Wainwright,Crude Oil,4.5,m3
11/6/2007,Equipment Failure,Multiphase Pipeline,Wainwright,Crude Oil,0.2,m3
8/11/2005,Equipment Failure,Water Pipeline,Wainwright,Salt/Produced Water,118,m3
4/20/2011,Equipment Failure,Water Pipeline,Wainwright,Waste,0,m3
9/13/2011,Equipment Failure,Multiphase Pipeline,Wainwright,Waste,0,m3
5/13/2006,Equipment Failure,Multiphase Pipeline,Wainwright,Salt/Produced Water,9.5,m3
September 27 2007,Operator Error,Natural Gas Pipeline,Wainwright,,,
11/21/2008,Equipment Failure,Service Well,Wainwright,Salt/Produced Water,45,m3
12/15/2009,Equipment Failure,Oil/Bitumen Satellite,Wainwright,Crude Oil,0.4,m3
8/13/2003,Equipment Failure,Oil/Bitumen Satellite,WAINWRIGHT,Crude Oil,2,m3
6/13/2004,Operator Error,Oil Well,WAINWRIGHT,Crude Oil,0.2,m3
2/18/2010,Equipment Failure,Multiphase Pipeline,Wainwright,Salt/Produced Water,0.9,m3
8/18/2010,Equipment Failure,Oil Well,Wainwright,Crude Oil,0.1,m3
5/29/2008,Equipment Failure,Multiphase Pipeline,Wainwright,Salt/Produced Water,49,m3
8/21/2008,Equipment Failure,Multiphase Pipeline,Wainwright,Fresh Water,0.1,m3
7/8/2003,Equipment Failure,Water Pipeline,WAINWRIGHT,Salt/Produced Water,15,m3
8/30/2004,Operator Error,Oil Well,WAINWRIGHT,Crude Bitumen,0.1,m3
1/18/2010,Equipment Failure,Water Pipeline,Wainwright,Waste,0,m3
7/2/2010,Equipment Failure,Water Pipeline,Wainwright,Salt/Produced Water,0.5,m3
8/3/2009,Equipment Failure,Multiphase Pipeline,Wainwright,Crude Oil,0.1,m3
8/26/2003,Equipment Failure,Service Well,WAINWRIGHT,Process Water,3,m3
10/21/2004,Equipment Failure,Multiphase Pipeline,Wainwright,Crude Oil,0.7,m3
10/20/2010,Equipment Failure,Water Pipeline,Wainwright,Salt/Produced Water,850,m3
5/12/2010,Equipment Failure,Multiphase Pipeline,Wainwright,Crude Oil,0.1,m3
11/22/2011,Equipment Failure,Oil Well,Wainwright,Crude Bitumen,0.1,m3
7/9/2005,Equipment Failure,Water Pipeline,Wainwright,Salt/Produced Water,4,m3
7/30/2007,Equipment Failure,Water Pipeline,Wainwright,Salt/Produced Water,60,m3
3/25/2008,Equipment Failure,Water Pipeline,Wainwright,Gas Production (Raw),10,103m3
6/28/2004,Equipment Failure,Service Well,WAINWRIGHT,Salt/Produced Water,35,m3
11/12/2007,Equipment Failure,Oil Well,Wainwright,Salt/Produced Water,14.2,m3
8/18/2006,Equipment Failure,Multiphase Pipeline,Wainwright,Crude Oil,1,m3
11/3/2006,Equipment Failure,Multiphase Pipeline,Wainwright,Crude Oil,0.5,m3
10/29/2009,Equipment Failure,Multiphase Pipeline,Wainwright,Salt/Produced Water,0.4,m3
8/12/2003,Equipment Failure,Service Well,WAINWRIGHT,Salt/Produced Water,4.9,m3
5/14/2011,Equipment Failure,Water Pipeline,Wainwright,Salt/Produced Water,10,m3
3/21/2005,Equipment Failure,Water Pipeline,Wainwright,Salt/Produced Water,32,m3
1/10/2007,Equipment Failure,Water Pipeline,Wainwright,Salt/Produced Water,1.3,m3
4/16/2004,Equipment Failure,Water Pipeline,Wainwright,Salt/Produced Water,0.4,m3
3/5/2005,Equipment Failure,Multiphase Pipeline,Wainwright,Salt/Produced Water,1,m3
3/21/2005,Equipment Failure,Multiphase Pipeline,Wainwright,Salt/Produced Water,0.5,m3
1/3/2005,Equipment Failure,Multiphase Pipeline,Wainwright,Salt/Produced Water,2.5,m3
6/8/2003,Equipment Failure,Oil Well,WAINWRIGHT,Crude Oil,10,m3
12/17/2003,Operator Error,Crude Oil Group Battery,WAINWRIGHT,Salt/Produced Water,4,m3
5/29/2005,Operator Error,Crude Oil Group Battery,Wainwright,Crude Oil,10,m3
5/31/2005,Equipment Failure,Crude Oil Group Battery,Wainwright,Crude Oil,635,m3
5/23/2007,Operator Error,Crude Oil Group Battery,Wainwright,Crude Oil,4,m3
12/18/2004,Equipment Failure,Multiphase Pipeline,Wainwright,Crude Oil,0.1,m3
3/30/2005,Equipment Failure,Multiphase Pipeline,Wainwright,Crude Oil,0.1,m3
5/17/2007,Equipment Failure,Oil Well,Wainwright,Crude Oil,0.3,m3
4/19/2006,Equipment Failure,Water Pipeline,Wainwright,Salt/Produced Water,50,m3
5/31/2012,Equipment Failure,Natural Gas Pipeline,Wainwright,Gas Production (Marketable),0.1,103m3
9/12/2011,Equipment Failure,Oil/Bitumen Satellite,Wainwright,Crude Oil,0.1,m3
6/7/2012,Equipment Failure,Oil Well,Wainwright,Waste,0,m3
11/25/2005,Equipment Failure,Natural Gas Pipeline,Wainwright,Gas Production (Raw),0.1,103m3
7/11/2006,Operator Error,Gas Well,Wainwright,Salt/Produced Water,3,m3
6/6/2007,Equipment Failure,Natural Gas Pipeline,Wainwright,Gas Production (Raw),0.1,103m3
3/4/2009,Operator Error,Natural Gas Pipeline,Wainwright,Gas Production (Raw),710,103m3
5/4/2005,Equipment Failure,Natural Gas Pipeline,Wainwright,Gas Production (Raw),60,103m3
2/2/2004,Operator Error,Gas Plant Sweet,ST. ALBERT,Crude Oil,1,m3
3/19/2011,Equipment Failure,Other Injection/Disposal,St. Albert,Salt/Produced Water,0.5,m3
5/8/2005,Operator Error,Gas Well,St. Albert,Salt/Produced Water,3,m3
9/19/2009,Equipment Failure,Gas Well,St. Albert,Gas Production (Raw),0.1,103m3
10/15/2009,Equipment Failure,Multiphase Pipeline,St. Albert,Corrosion Inhibited Water,0.1,m3
9/22/2003,Equipment Failure,Water Pipeline,ST. ALBERT,Fresh Water,10,m3
10/6/2009,Equipment Failure,Multiphase Pipeline,St. Albert,Corrosion Inhibited Water,0.1,m3
9/21/2004,Equipment Failure,Water Pipeline,ST. ALBERT,Salt/Produced Water,15,m3
8/11/2009,Equipment Failure,Multiphase Pipeline,St. Albert,Crude Oil,0.1,m3
9/28/2009,Equipment Failure,Water Pipeline,St. Albert,Salt/Produced Water,4,m3
9/27/2010,Equipment Failure,Water Pipeline,St. Albert,Salt/Produced Water,7,m3
8/4/2009,Equipment Failure,Water Pipeline,St. Albert,Fresh Water,40,m3
4/14/2003,Equipment Failure,Gas Well,ST. ALBERT,Crude Oil,0.1,m3
7/14/2005,Equipment Failure,Natural Gas Pipeline,St. Albert,Gas Production (Marketable),2500,103m3
11/14/2005,Equipment Failure,Suspended Well,St. Albert,Gas Production (Raw),0.1,103m3
7/14/2005,Operator Error,Water Pipeline,St. Albert,Salt/Produced Water,0.5,m3
7/22/2005,Equipment Failure,Water Pipeline,St. Albert,Fresh Water,0.1,m3
7/19/2007,Operator Error,Crude Oil Group Battery,St. Albert,Crude Oil,10,m3
5/11/2009,Equipment Failure,Crude Oil Group Battery,St. Albert,Waste,0.5,m3
7/3/2009,Equipment Failure,Crude Oil Group Battery,St. Albert,Crude Oil,5,m3
3/14/2006,Equipment Failure,Suspended Well,St. Albert,Salt/Produced Water,10,m3
4/28/2003,Equipment Failure,Oil Well,ST. ALBERT,Crude Oil,1,m3
6/30/2009,Equipment Failure,Water Pipeline,St. Albert,Waste,130,m3
4/12/2007,Equipment Failure,Water Pipeline,St. Albert,Salt/Produced Water,10,m3
2/2/2007,Equipment Failure,Oil Well,St. Albert,Acid Gas,0.1,103m3
9/17/2007,Equipment Failure,Oil Well,St. Albert,Gas Production (Raw),0,103m3
7/3/2003,Equipment Failure,Multiphase Pipeline,ST. ALBERT,Crude Oil,0.5,m3
7/3/2003,Equipment Failure,Multiphase Pipeline,ST. ALBERT,Salt/Produced Water,0.1,m3
9/9/2003,Operator Error,Oil/Bitumen Satellite,ST. ALBERT,Crude Oil,1,m3
10/10/2003,Equipment Failure,Water Pipeline,ST. ALBERT,Fresh Water,3,m3
12/22/2009,Equipment Failure,Gas Well,St. Albert,Gas Production (Marketable),0.1,103m3
11/9/2005,Equipment Failure,Oil Well,St. Albert,Crude Oil,0.1,m3
8/3/2004,Operator Error,Suspended Well,ST. ALBERT,Chemicals,0.2,m3
6/1/2006,Equipment Failure,Water Pipeline,Drayton Valley,Salt/Produced Water,20,m3
4/14/2008,Equipment Failure,Multiphase Pipeline,Drayton Valley,Salt/Produced Water,0.6,m3
12/2/2004,Equipment Failure,Natural Gas Pipeline,Drayton Valley,Gas Production (Marketable),0.1,103m3
6/30/2004,Equipment Failure,Natural Gas Pipeline,DRAYTON VALLEY,Gas Production (Raw),0.1,103m3
1/17/2013,Equipment Failure,Crude Oil Group Battery,Drayton Valley,Crude Oil,3,m3
4/7/2009,Equipment Failure,Suspended Well,Drayton Valley,Waste,0,m3
10/16/2006,Equipment Failure,Water Pipeline,Drayton Valley,Fresh Water,0.5,m3
10/12/2006,Equipment Failure,Water Pipeline,Drayton Valley,Fresh Water,1,m3
6/29/2006,Equipment Failure,Water Pipeline,Drayton Valley,Salt/Produced Water,50,m3
7/25/2012,Equipment Failure,Multiphase Pipeline,Drayton Valley,Gas Production (Raw),4,103m3
12/2/2003,Operator Error,Crude Oil Group Battery,DRAYTON VALLEY,Crude Oil,2,m3
1/24/2007,Equipment Failure,Multiphase Pipeline,Drayton Valley,Crude Oil,0.5,m3
1/17/2007,Equipment Failure,Multiphase Pipeline,Drayton Valley,Crude Oil,5.3,m3
4/23/2003,Equipment Failure,Multiphase Pipeline,DRAYTON VALLEY,Salt/Produced Water,0.5,m3
1/5/2007,Equipment Failure,Multiphase Pipeline,Drayton Valley,Crude Oil,2,m3
12/2/2009,Equipment Failure,Water Pipeline,Drayton Valley,Salt/Produced Water,0.5,m3
8/17/2010,Equipment Failure,Multiphase Pipeline,Drayton Valley,Crude Oil,0.4,m3
4/11/2007,Equipment Failure,Multiphase Pipeline,Drayton Valley,Salt/Produced Water,37,m3
7/19/2005,Equipment Failure,Multiphase Pipeline,Drayton Valley,Crude Oil,0.5,m3
8/2/2005,Equipment Failure,Multiphase Pipeline,Drayton Valley,Fresh Water,0.5,m3
9/13/2007,Operator Error,Crude Oil Group Battery,Drayton Valley,Crude Oil,3,m3
9/5/2012,Operator Error,Suspended Well,Drayton Valley,Frac Water,0.1,m3
9/5/2012,Operator Error,Oil Well,Drayton Valley,Frac Water,0.1,m3
9/5/2012,Operator Error,Oil Well,Drayton Valley,Crude Oil,0.1,m3
6/30/2004,Equipment Failure,Natural Gas Pipeline,DRAYTON VALLEY,Gas Production (Raw),0.5,103m3
7/12/2005,Equipment Failure,Oil/Bitumen Satellite,Drayton Valley,Crude Oil,0.2,m3
11/6/2003,Equipment Failure,Water Pipeline,DRAYTON VALLEY,Fresh Water,1,m3
10/27/2011,Equipment Failure,Water Pipeline,Drayton Valley,Fresh Water,5,m3
3/14/2005,Equipment Failure,Water Pipeline,Drayton Valley,Fresh Water,0.2,m3
6/10/2004,Equipment Failure,Natural Gas Pipeline,DRAYTON VALLEY,Salt/Produced Water,0.4,m3
6/29/2004,Equipment Failure,Natural Gas Pipeline,DRAYTON VALLEY,Gas Production (Raw),0.1,103m3
6/30/2004,Equipment Failure,Natural Gas Pipeline,DRAYTON VALLEY,Gas Production (Raw),0.1,103m3
12/11/2004,Operator Error,Oil/Bitumen Satellite,Drayton Valley,Crude Oil,6,m3
5/5/2011,Equipment Failure,Multiphase Pipeline,Drayton Valley,Crude Oil,2,m3
7/7/2011,Equipment Failure,Multiphase Pipeline,Drayton Valley,Fresh Water,1,m3
12/16/2005,Operator Error,Gas Plnt Acid Gas Flr/Inj,Drayton Valley,Acid Gas,0.1,103m3
7/7/2004,Equipment Failure,Natural Gas Pipeline,DRAYTON VALLEY,Gas Production (Raw),0.1,103m3
8/9/2004,Equipment Failure,Natural Gas Pipeline,DRAYTON VALLEY,Gas Production (Raw),0.1,103m3
9/15/2004,Equipment Failure,Water Pipeline,DRAYTON VALLEY,Salt/Produced Water,0,m3
12/8/2009,Equipment Failure,Multiphase Pipeline,Drayton Valley,Salt/Produced Water,1,m3
5/20/2004,Equipment Failure,Gas Proration Effluent Ba,DRAYTON VALLEY,Fresh Water,2,m3
1/13/2004,Equipment Failure,Multiphase Pipeline,DRAYTON VALLEY,Oily Sludge,2,m3
5/17/2007,Equipment Failure,Multiphase Pipeline,Drayton Valley,Salt/Produced Water,3,m3
5/21/2003,Equipment Failure,Water Pipeline,DRAYTON VALLEY,Salt/Produced Water,1,m3
9/3/2004,Operator Error,Gas Proration Effluent Ba,DRAYTON VALLEY,Crude Oil,2,m3
6/1/2007,Equipment Failure,Water Pipeline,Drayton Valley,Salt/Produced Water,1,m3
10/31/2010,Equipment Failure,Water Pipeline,Drayton Valley,Waste,0,m3
2/25/2004,Equipment Failure,Service Well,DRAYTON VALLEY,Salt/Produced Water,12,m3
11/16/2003,Equipment Failure,Other Injection/Disposal,DRAYTON VALLEY,Fresh Water,200,m3
6/8/2006,Equipment Failure,Water Pipeline,Drayton Valley,Fresh Water,0.1,m3
5/30/2005,Equipment Failure,Multiphase Pipeline,Drayton Valley,Crude Oil,0.1,m3
12/22/2005,Equipment Failure,Service Well,Drayton Valley,Fresh Water,1,m3
2/1/2011,Equipment Failure,Oil Well,Drayton Valley,Crude Oil,0.2,m3
11/24/2009,Equipment Failure,Multiphase Pipeline,Drayton Valley,Fresh Water,0.2,m3
11/24/2009,Equipment Failure,Multiphase Pipeline,Drayton Valley,Fresh Water,0.1,m3
11/24/2009,Equipment Failure,Multiphase Pipeline,Drayton Valley,Crude Bitumen,0.1,m3
8/6/2003,Equipment Failure,Multiphase Pipeline,DRAYTON VALLEY,Crude Oil,0.1,m3
8/24/2005,Equipment Failure,Oil Well,Drayton Valley,Crude Oil,0.5,m3
8/15/2003,Equipment Failure,Multiphase Pipeline,DRAYTON VALLEY,Crude Oil,0.1,m3
3/18/2007,Equipment Failure,Oil Well,Drayton Valley,Crude Oil,0.1,m3
8/18/2012,Operator Error,Oil Well,Drayton Valley,Drilling Mud  (Water Based),2,m3
9/16/2012,Operator Error,Suspended Well,Drayton Valley,Frac Water,0.1,m3
9/1/2010,Operator Error,Drilling Well,Drayton Valley,Fresh Water,490,m3
9/16/2012,Operator Error,Oil Well,Drayton Valley,Frac Water,0.1,m3
3/14/2003,Equipment Failure,Multiphase Pipeline,Drayton Valley,Gas Production (Raw),0.1,103m3
5/8/2005,Equipment Failure,Multiphase Pipeline,Drayton Valley,Crude Oil,1,m3
9/3/2003,Equipment Failure,Unknown,DRAYTON VALLEY,Salt/Produced Water,25,m3
7/13/2004,Equipment Failure,Crude Oil Group Battery,DRAYTON VALLEY,Salt/Produced Water,30,m3
10/15/2012,Operator Error,Suspended Well,Drayton Valley,Frac Water,0.1,m3
10/15/2012,Operator Error,Oil Well,Drayton Valley,Frac Water,0.1,m3
9/11/2012,Equipment Failure,Natural Gas Pipeline,Drayton Valley,Gas Production (Marketable),5,103m3
8/11/2012,Operator Error,Oil Well,Drayton Valley,Frac Oil,0.1,m3
9/24/2011,Equipment Failure,Oil Well,Drayton Valley,Crude Oil,8,m3
8/11/2012,Operator Error,Suspended Well,Drayton Valley,Frac Oil,0.1,m3
3/30/2012,Equipment Failure,Oil Well,Drayton Valley,Crude Oil,14.5,m3
8/28/2012,Operator Error,Suspended Well,Drayton Valley,Frac Oil,0.1,m3
8/28/2012,Operator Error,Suspended Well,Drayton Valley,Frac Oil,0.1,m3
2/2/2012,Operator Error,Oil Well,Drayton Valley,Frac Water,0.1,m3
2/2/2012,Operator Error,Oil Well,Drayton Valley,Fresh Water,0.1,m3
4/26/2009,Equipment Failure,Multiphase Pipeline,Drayton Valley,Crude Oil,6,m3
10/20/2009,Equipment Failure,Multiphase Pipeline,Drayton Valley,Salt/Produced Water,5,m3
2/2/2012,Operator Error,Oil Well,Drayton Valley,Frac Water,0.1,m3
4/24/2012,Equipment Failure,Oil/Bitumen Satellite,Drayton Valley,Crude Oil,0.5,m3
7/19/2010,Equipment Failure,Multiphase Pipeline,Drayton Valley,Salt/Produced Water,2.7,m3
9/27/2004,Equipment Failure,Multiphase Pipeline,Drayton Valley,Crude Oil,3.5,m3
6/13/2006,Equipment Failure,Multiphase Pipeline,Drayton Valley,Crude Oil,2,m3
1/27/2012,Equipment Failure,Oil Well,Drayton Valley,Crude Oil,0.5,m3
12/15/2011,Equipment Failure,Crude Oil Group Battery,Drayton Valley,Crude Oil,2.5,m3
3/23/2011,Operator Error,Drilling Well,Drayton Valley,Waste,0.1,m3
4/10/2008,Equipment Failure,Multiphase Pipeline,Drayton Valley,Crude Oil,0.1,m3
1/30/2012,Operator Error,Suspended Well,Drayton Valley,Fresh Water,0.1,m3
9/9/2007,Equipment Failure,Multiphase Pipeline,Drayton Valley,Salt/Produced Water,0.5,m3
11/6/2003,Operator Error,Unknown,DRAYTON VALLEY,Condensate,0.2,m3
9/25/2012,Equipment Failure,Multiphase Pipeline,Drayton Valley,Crude Oil,0.5,m3
10/19/2008,Equipment Failure,Water Pipeline,Drayton Valley,Salt/Produced Water,1,m3
6/26/2007,Operator Error,Crude Oil Group Battery,Drayton Valley,Salt/Produced Water,2.8,m3
4/6/2011,Operator Error,Crude Oil Group Battery,Drayton Valley,Crude Oil,18.2,m3
6/12/2003,Equipment Failure,Oil Well,DRAYTON VALLEY,Crude Oil,2,m3
11/3/2007,Equipment Failure,Multiphase Pipeline,Drayton Valley,Crude Oil,4,m3
3/2/2010,Equipment Failure,Multiphase Pipeline,Drayton Valley,Crude Oil,0.5,m3
4/6/2010,Equipment Failure,Multiphase Pipeline,Drayton Valley,Crude Oil,0.1,m3
5/4/2010,Equipment Failure,Crude Oil Group Battery,Drayton Valley,Crude Oil,4,m3
5/16/2009,Equipment Failure,Water Pipeline,Drayton Valley,Salt/Produced Water,0.5,m3
6/15/2009,Equipment Failure,Water Pipeline,Drayton Valley,Fresh Water,0.1,m3
4/23/2011,Equipment Failure,Water Pipeline,Drayton Valley,Crude Oil,2,m3
12/11/2003,Equipment Failure,Water Pipeline,DRAYTON VALLEY,Salt/Produced Water,15,m3
9/7/2012,Equipment Failure,Multiphase Pipeline,Drayton Valley,Crude Oil,1,m3
July 11 2006,Operator Error,Gas Single Battery,Drayton Valley,,,
7/14/2011,Equipment Failure,Multiphase Pipeline,Drayton Valley,Fresh Water,1,m3
8/29/2010,Operator Error,Suspended Well,Drayton Valley,Frac Oil,50,m3
5/15/2008,Equipment Failure,Sour Gas Pipeline,Drayton Valley,Fresh Water,0.1,m3
10/15/2008,Equipment Failure,Water Pipeline,Drayton Valley,Salt/Produced Water,1,m3
3/18/2009,Equipment Failure,Multiphase Pipeline,Drayton Valley,Crude Oil,0.5,m3
1/24/2007,Equipment Failure,Multiphase Pipeline,Drayton Valley,Crude Oil,0.1,m3
12/17/2004,Equipment Failure,Multiphase Pipeline,Drayton Valley,Crude Oil,30,m3
2/27/2004,Equipment Failure,Water Pipeline,DRAYTON VALLEY,Fresh Water,85,m3
7/13/2007,Equipment Failure,Water Pipeline,Drayton Valley,Fresh Water,24,m3
9/17/2012,Equipment Failure,Water Pipeline,Drayton Valley,Fresh Water,100,m3
2/10/2005,Equipment Failure,Oil Well,Drayton Valley,Frac Water,60,m3
10/14/2010,Equipment Failure,Crude Oil Group Battery,Drayton Valley,Waste,0,m3
2/20/2004,Operator Error,Suspended Well,DRAYTON VALLEY,Frac Oil,3,m3
1/31/2006,Equipment Failure,Service Well,Drayton Valley,Gas Production (Raw),0.1,103m3
8/12/2004,Equipment Failure,Crude Oil Pipeline,DRAYTON VALLEY,Crude Oil,0.1,m3
9/28/2012,Equipment Failure,Water Pipeline,Drayton Valley,Fresh Water,0.5,m3
12/14/2011,Equipment Failure,Water Pipeline,Drayton Valley,Fresh Water,5,m3
10/27/2008,Equipment Failure,Suspended Well,Drayton Valley,Crude Oil,2,m3
3/11/2012,Equipment Failure,Oil/Bitumen Satellite,Drayton Valley,Salt/Produced Water,25,m3
4/19/2006,Equipment Failure,Multiphase Pipeline,Drayton Valley,Crude Oil,0.5,m3
12/30/2007,Equipment Failure,Oil Well,Drayton Valley,Crude Oil,4,m3
6/14/2005,Equipment Failure,Natural Gas Pipeline,Drayton Valley,Gas Production (Marketable),2,103m3
11/20/2012,Equipment Failure,Oil Well,Drayton Valley,Waste,0,m3
7/23/2006,Operator Error,Gas Well,Drayton Valley,Gas Production (Raw),0.1,103m3
2/16/2007,Equipment Failure,Gas Well,Drayton Valley,Crude Oil,0.2,m3
11/27/2010,Equipment Failure,Crude Oil Group Battery,Drayton Valley,Crude Oil,17,m3
6/11/2004,Equipment Failure,Service Well,DRAYTON VALLEY,Salt/Produced Water,1.5,m3
12/24/2003,Equipment Failure,Water Pipeline,DRAYTON VALLEY,Salt/Produced Water,1,m3
11/29/2006,Equipment Failure,Water Pipeline,Drayton Valley,Fresh Water,0.5,m3
1/31/2006,Equipment Failure,Multiphase Pipeline,Drayton Valley,Crude Oil,0.1,m3
2/3/2006,Equipment Failure,Multiphase Pipeline,Drayton Valley,Fresh Water,0.1,m3
3/28/2012,Equipment Failure,Service Well,Drayton Valley,Salt/Produced Water,10,m3
5/19/2011,Equipment Failure,Water Pipeline,Drayton Valley,Crude Oil,0.1,m3
5/3/2007,Equipment Failure,Natural Gas Pipeline,Drayton Valley,Gas Production (Raw),0.1,103m3
6/8/2007,Equipment Failure,Natural Gas Pipeline,Drayton Valley,Gas Production (Raw),2,103m3
1/19/2011,Equipment Failure,Water Pipeline,Drayton Valley,Salt/Produced Water,1.5,m3
12/27/2004,Equipment Failure,Multiphase Pipeline,Drayton Valley,Crude Oil,1,m3
5/23/2006,Equipment Failure,Multiphase Pipeline,Drayton Valley,Fresh Water,0.5,m3
4/21/2012,Equipment Failure,Gas Plant Fraction. Sweet,Drayton Valley,Gas Production (Raw),0.1,103m3
9/18/2010,Equipment Failure,Gas Plnt Acid Gas Flr/Inj,Drayton Valley,Crude Oil,1.2,m3
10/3/2004,Equipment Failure,Water Pipeline,Drayton Valley,Salt/Produced Water,25,m3
5/11/2012,Equipment Failure,Multiphase Pipeline,Drayton Valley,Fresh Water,0.5,m3
4/12/2004,Equipment Failure,Multiphase Pipeline,DRAYTON VALLEY,Crude Oil,1,m3
9/11/2008,Equipment Failure,Crude Oil Group Battery,Drayton Valley,Process Water,10,m3
9/27/2007,Equipment Failure,Service Well,Drayton Valley,Salt/Produced Water,5,m3
9/14/2004,Equipment Failure,Water Pipeline,DRAYTON VALLEY,Salt/Produced Water,0.1,m3
11/16/2006,Equipment Failure,Oil Well,Drayton Valley,Salt/Produced Water,12,m3
1/20/2011,Equipment Failure,Unknown,Drayton Valley,Drilling Mud  (Water Based),43,m3
April 07 2012,Equipment Failure,,Drayton Valley,Crude Oil,13.9,m3
5/27/2005,Equipment Failure,Water Pipeline,Drayton Valley,Fresh Water,0.1,m3
3/15/2010,Equipment Failure,Water Pipeline,Drayton Valley,Fresh Water,6,m3
11/28/2006,Equipment Failure,Water Pipeline,Drayton Valley,Salt/Produced Water,15,m3
2/17/2005,Equipment Failure,Water Pipeline,Drayton Valley,Salt/Produced Water,0.5,m3
10/10/2006,Equipment Failure,Water Pipeline,Drayton Valley,Salt/Produced Water,0.1,m3
4/23/2003,Equipment Failure,Water Pipeline,DRAYTON VALLEY,Salt/Produced Water,0.5,m3
1/25/2005,Equipment Failure,Crude Oil Group Battery,Drayton Valley,Salt/Produced Water,20,m3
1/27/2009,Equipment Failure,Crude Oil Pipeline,Drayton Valley,Crude Oil,5,m3
10/25/2009,Equipment Failure,Crude Oil Group Battery,Drayton Valley,Crude Oil,24.4,m3
8/28/2006,Equipment Failure,Multiphase Pipeline,Drayton Valley,Crude Oil,0.1,m3
1/28/2010,Equipment Failure,Multiphase Pipeline,Drayton Valley,Crude Oil,0.2,m3
9/2/2008,Equipment Failure,Water Pipeline,Drayton Valley,Fresh Water,0.3,m3
7/5/2011,Equipment Failure,Multiphase Pipeline,Drayton Valley,Crude Oil,1.5,m3
9/17/2011,Equipment Failure,Natural Gas Pipeline,Drayton Valley,Gas Production (Raw),0.2,103m3
2/22/2007,Operator Error,Crude Oil Group Battery,Drayton Valley,Salt/Produced Water,1,m3
12/7/2007,Equipment Failure,Multiphase Pipeline,Drayton Valley,Crude Oil,0.5,m3
7/22/2004,Equipment Failure,Crude Oil Group Battery,DRAYTON VALLEY,Salt/Produced Water,24,m3
12/25/2008,Equipment Failure,Crude Oil Group Battery,Drayton Valley,Salt/Produced Water,10.5,m3
5/14/2012,Equipment Failure,Natural Gas Pipeline,Drayton Valley,Gas Production (Raw),1,103m3
7/23/2007,Equipment Failure,Drilling Well,Drayton Valley,Crude Oil,0.1,m3
10/27/2005,Equipment Failure,Multiphase Pipeline,Drayton Valley,Salt/Produced Water,2,m3
3/12/2010,Equipment Failure,Water Pipeline,Drayton Valley,Salt/Produced Water,1.5,m3
8/27/2004,Equipment Failure,Oil/Bitumen Satellite,DRAYTON VALLEY,Salt/Produced Water,10,m3
12/7/2011,Equipment Failure,Water Pipeline,Drayton Valley,Fresh Water,0.1,m3
8/3/2009,Equipment Failure,Oil/Bitumen Satellite,Drayton Valley,Salt/Produced Water,10,m3
3/25/2012,Equipment Failure,Oil/Bitumen Satellite,Drayton Valley,Salt/Produced Water,25,m3
3/22/2005,Equipment Failure,Crude Oil Group Battery,Drayton Valley,Salt/Produced Water,3.1,m3
5/14/2012,Equipment Failure,Multiphase Pipeline,Drayton Valley,Crude Oil,60,m3
12/19/2004,Equipment Failure,Service Well,Drayton Valley,Salt/Produced Water,0.5,m3
8/27/2003,Equipment Failure,Crude Oil Group Battery,DRAYTON VALLEY,Salt/Produced Water,8,m3
